oldAC,occurrence,source,heading,shape,explicitRefs,chosenOldUS,decision,reason,status,oldACExcerpt,chosenUSSource,chosenUSExcerpt
"AC-0012-0005","1","spec-0012/03_Acceptance-Criteria.md:24","## AC-0012-0005","prose","","US-0012-0089","proposed_semantic","AC heading/scenario '' describes the action in US-0012-0089: . Review source bodies before plan inclusion.","review_for_migration","- Evaluator input guidance names screenshots, HTML snapshots, rubric/calibration inputs, prior reviewer-score context, and design-system input. - Review guidance also names the visual checklist categories used during scoring.","spec-0012/02_User-stories.md:80","As an evaluator, I want screenshots, HTML snapshots, axis definitions, prior reviewer-score context, and design-system inputs gathered before scoring, so that visual judgment is grounded in stable inputs."
"AC-0012-0006","1","spec-0012/03_Acceptance-Criteria.md:29","## AC-0012-0006","prose","","US-0012-0085","proposed_semantic","AC heading/scenario '' describes the action in US-0012-0085: . Review source bodies before plan inclusion.","review_for_migration","- `qfai validate --fail-on error` is documented as the machine gate before completion.","spec-0012/02_User-stories.md:64","As a reviewer, I want the iteration gate to use explicit convergence and budget rules, so that shallow success narratives are not mistaken for completed prototyping."
"AC-0012-0007","1","spec-0012/03_Acceptance-Criteria.md:33","## AC-0012-0007","prose","","US-0012-0085","proposed_semantic","AC heading/scenario '' describes the action in US-0012-0085: . Review source bodies before plan inclusion.","review_for_migration","- `/qfai-verify` is documented as the final review gate. - Completion remains blocked on `REVISE`.","spec-0012/02_User-stories.md:64","As a reviewer, I want the iteration gate to use explicit convergence and budget rules, so that shallow success narratives are not mistaken for completed prototyping."
"AC-0012-0008","1","spec-0012/03_Acceptance-Criteria.md:38","## AC-0012-0008","prose","","","for_person_no_unique_parent","No explicit one-to-one source reference and no defensible unique story owner from the reviewed AC and US text.","review_for_migration","- Legacy validation slices may still require `executionPlan`, Lighthouse evidence, design-system compliance, and calibration overrides. - These requirements are documented as validator/reference behavior, not as a public mode contract.","",""
"AC-0012-0009","1","spec-0012/03_Acceptance-Criteria.md:43","## AC-0012-0009","prose","","","for_person_no_unique_parent","No explicit one-to-one source reference and no defensible unique story owner from the reviewed AC and US text.","review_for_migration","- `ui_bearing: false` specs are excluded from prototyping execution. - Missing screen contracts do not over-fire UI-only requirements for non-UI specs. - On the story tree no spec-level marker is read: a file under `<paths.contractsDir>/ui/` that declares no `","",""
"AC-0012-0010","1","spec-0012/03_Acceptance-Criteria.md:49","## AC-0012-0010","prose","","","for_person_no_unique_parent","No explicit one-to-one source reference and no defensible unique story owner from the reviewed AC and US text.","review_for_migration","- Legacy traceability identifier space remains reserved. - Active wording does not reintroduce superseded weighted-total narratives.","",""
"AC-0012-0020","1","spec-0012/03_Acceptance-Criteria.md:54","## AC-0012-0020: Single-Thread Serial Iteration","prose","","","for_person_no_unique_parent","No explicit one-to-one source reference and no defensible unique story owner from the reviewed AC and US text.","review_for_migration","- Status: superseded by AC-0012-0038 (10-cycle, multi-spec per-spec lineage). See `09_delta.md` CHG-002 OP-PURGE-070. - Given `/qfai-prototyping` is invoked with a frozen root `DESIGN.md`, - When the iteration loop runs, - Then exactly one prototype lineage is","",""
"AC-0012-0021","1","spec-0012/03_Acceptance-Criteria.md:61","## AC-0012-0021: 4 UX Axes Ordinal Schema","prose","","","for_person_no_unique_parent","No explicit one-to-one source reference and no defensible unique story owner from the reviewed AC and US text.","review_for_migration","- Status: superseded by AC-0012-0041 (per spec × screen review.json with 4 ordinal axes + six `*Feel` prose fields). See `09_delta.md` CHG-002 OP-PURGE-071. - Given any `iter-NN/review.json`, - When validated, - Then `scores` contains exactly the keys `informa","",""
"AC-0012-0022","1","spec-0012/03_Acceptance-Criteria.md:68","## AC-0012-0022: Prose Critique Length","prose","","","for_person_no_unique_parent","No explicit one-to-one source reference and no defensible unique story owner from the reviewed AC and US text.","review_for_migration","- Status: superseded by AC-0012-0041 (qualitative review payload supersedes single-`critique` 200..500-word rule; each `*Feel` field is bounded ≤ 200 words). See `09_delta.md` CHG-002 OP-PURGE-072. - Given any `iter-NN/review.json`, - When validated, - Then `c","",""
"AC-0012-0023","1","spec-0012/03_Acceptance-Criteria.md:75","## AC-0012-0023: pivotDirective Enum","prose","","US-0012-0099","proposed_semantic","AC heading/scenario 'pivotDirective Enum' describes the action in US-0012-0099: . Review source bodies before plan inclusion.","review_for_migration","- Given any `iter-NN/review.json`, - When validated, - Then `pivotDirective` is exactly one of `""continue"" | ""refine"" | ""pivot""`. Other values raise `QFAI-PROT-023`.","spec-0012/02_User-stories.md:92","As an AI agent (generator), I receive an explicit `pivotDirective: continue | refine | pivot` from the reviewer each cycle so I can choose to scrap the prior visual language and reimagine the artifact when the structural ceiling is recognized."
"AC-0012-0024","1","spec-0012/03_Acceptance-Criteria.md:81","## AC-0012-0024: Layout-Anti-Pattern IA Cap","prose","","US-0012-0102","proposed_semantic","AC heading/scenario 'Layout-Anti-Pattern IA Cap' describes the action in US-0012-0102: . Review source bodies before plan inclusion.","review_for_migration","- Given any `iter-NN/review.json` where `layoutAntiPatternsDetected.length > 0`, - When validated, - Then `scores.informationArchitecture` is in `{weak, acceptable}`. `strong` or `exceptional` raises `QFAI-PROT-021`.","spec-0012/02_User-stories.md:104","As a reviewer, I match the iter against the identifiers declared in `packages/qfai/assets/validators/layoutAntiPatterns.json`, each carrying the authority that makes it a defect: a published heuristic, an accessibility criterion, or the screen contract the scr"
"AC-0012-0025","1","spec-0012/03_Acceptance-Criteria.md:87","## AC-0012-0025: lap-\* Whitelist","prose","","US-0012-0102","proposed_semantic","AC heading/scenario 'lap-\* Whitelist' describes the action in US-0012-0102: . Review source bodies before plan inclusion.","review_for_migration","- Given any `iter-NN/review.json`, - When validated, - Then every entry in `layoutAntiPatternsDetected[]` is an identifier declared in `packages/qfai/assets/validators/layoutAntiPatterns.json`, which is what `loadKnownLapIds` reads. A token no entry declares r","spec-0012/02_User-stories.md:104","As a reviewer, I match the iter against the identifiers declared in `packages/qfai/assets/validators/layoutAntiPatterns.json`, each carrying the authority that makes it a defect: a published heuristic, an accessibility criterion, or the screen contract the scr"
"AC-0012-0026","1","spec-0012/03_Acceptance-Criteria.md:93","## AC-0012-0026: pivotDirective Rule — pivot","prose","","US-0012-0099","proposed_semantic","AC heading/scenario 'pivotDirective Rule — pivot' describes the action in US-0012-0099: . Review source bodies before plan inclusion.","review_for_migration","- Given the latest 3 iters each have `informationArchitecture ∈ {weak, acceptable}` and the latest iter has `layoutAntiPatternsDetected.length > 0`, - When `computePivotDirective(history)` runs, - Then it returns `""pivot""`.","spec-0012/02_User-stories.md:92","As an AI agent (generator), I receive an explicit `pivotDirective: continue | refine | pivot` from the reviewer each cycle so I can choose to scrap the prior visual language and reimagine the artifact when the structural ceiling is recognized."
"AC-0012-0027","1","spec-0012/03_Acceptance-Criteria.md:99","## AC-0012-0027: pivotDirective Rule — continue","prose","","US-0012-0099","proposed_semantic","AC heading/scenario 'pivotDirective Rule — continue' describes the action in US-0012-0099: . Review source bodies before plan inclusion.","review_for_migration","- Given the latest iter has `≥ 2` of the 4 UX axes strictly improved by `ordinalIndex` (weak=0, acceptable=1, strong=2, exceptional=3) versus the prior iter, - When `computePivotDirective(history)` runs, - Then it returns `""continue""`. Otherwise (and not `pivo","spec-0012/02_User-stories.md:92","As an AI agent (generator), I receive an explicit `pivotDirective: continue | refine | pivot` from the reviewer each cycle so I can choose to scrap the prior visual language and reimagine the artifact when the structural ceiling is recognized."
"AC-0012-0028","1","spec-0012/03_Acceptance-Criteria.md:105","## AC-0012-0028: Deterministic Stop on Convergence","prose","","","for_person_no_unique_parent","No explicit one-to-one source reference and no defensible unique story owner from the reviewed AC and US text.","review_for_migration","- Status: superseded by AC-0012-0042 (AND-aggregator across all spec × screen pairs of 4-axes-exceptional + lap empty + dmv empty; no quantitative AC-pass thresholds). See `09_delta.md` CHG-002 OP-PURGE-073. - Given the latest iter has all 4 UX axes (informati","",""
"AC-0012-0029","1","spec-0012/03_Acceptance-Criteria.md:112","## AC-0012-0029: Deterministic Stop on Max Iterations","prose","","","for_person_no_unique_parent","No explicit one-to-one source reference and no defensible unique story owner from the reviewed AC and US text.","review_for_migration","- Status: superseded by AC-0012-0038 / AC-0012-0039 (10-cycle terminator at `index === 9`; max-iterations exit named in REQ-0002). See `09_delta.md` CHG-002 OP-PURGE-074. - Given the latest iter has `index === 14`, - When `qfai prototyping iterate --cycle 15` ","",""
"AC-0012-0030","1","spec-0012/03_Acceptance-Criteria.md:119","## AC-0012-0030: Per-Iter Evidence Layout","prose","","","for_person_no_unique_parent","No explicit one-to-one source reference and no defensible unique story owner from the reviewed AC and US text.","review_for_migration","- Status: superseded by AC-0012-0046 (`iter-NN/spec-NNNN/<screen>.review.json` only; no PNG / HTML / interaction.json). See `09_delta.md` CHG-002 OP-PURGE-075. - Given `.qfai/evidence/prototyping/iter-NN/`, - When listed, - Then it contains exactly the files m","",""
"AC-0012-0031","1","spec-0012/03_Acceptance-Criteria.md:126","## AC-0012-0031: SKILL.md Size Budget","prose","","","for_person_no_unique_parent","No explicit one-to-one source reference and no defensible unique story owner from the reviewed AC and US text.","review_for_migration","- Given `packages/qfai/assets/init/.qfai/assistant/skills/qfai-prototyping/SKILL.md`, - When line-counted, - Then total lines ≤ 130. The 5 references files combined ≤ 410.","",""
"AC-0012-0032","1","spec-0012/03_Acceptance-Criteria.md:132","## AC-0012-0032: CLI iterate exit codes","prose","","US-0012-0103","proposed_semantic","AC heading/scenario 'CLI iterate exit codes' describes the action in US-0012-0103: . Review source bodies before plan inclusion.","review_for_migration","- Given `qfai prototyping iterate --cycle <n>` runs, - When the cycle completes, - Then exit code is one of `0` (continue, read pivotDirective), `64` (convergence), `65` (max-iterations reached), `2` (input error or DESIGN.md hash mismatch). No other exit code","spec-0012/02_User-stories.md:108","As a maintainer, I want stop conditions evaluated by `qfai prototyping iterate --cycle <n>` exit code (0/64/65/2) so AI cannot subjectively declare DONE before the deterministic gate succeeds."
"AC-0012-0033","1","spec-0012/03_Acceptance-Criteria.md:138","## AC-0012-0033: CLI certify exit codes","prose","","","for_person_no_unique_parent","No explicit one-to-one source reference and no defensible unique story owner from the reviewed AC and US text.","review_for_migration","- Status: superseded by AC-0012-0047 (per-spec aggregation across cycle-0 frozen spec set; per-spec missing-screen rejection). See `09_delta.md` CHG-002 OP-PURGE-076. - Given `qfai prototyping certify --check`, - When run after the loop terminates, - Then exit","",""
"AC-0012-0034","1","spec-0012/03_Acceptance-Criteria.md:145","## AC-0012-0034: Cycle 0 Records designMdSha256","prose","","US-0012-0105","proposed_semantic","AC heading/scenario 'Cycle 0 Records designMdSha256' describes the action in US-0012-0105: . Review source bodies before plan inclusion.","review_for_migration","- Given `qfai prototyping iterate --cycle 0`, - When it completes, - Then `prototyping.json#designMdSha256` is set to `sha256(DESIGN.md bytes)` and matches `<paths.contractsDir>/design/DESIGN.md.lock.yaml#sha256` exactly.","spec-0012/02_User-stories.md:116","As an AI generator, I want `qfai prototyping iterate --cycle 0` to record `sha256(DESIGN.md)` into `prototyping.json#designMdSha256` and verify it matches `<paths.contractsDir>/design/DESIGN.md.lock.yaml#sha256`."
"AC-0012-0035","1","spec-0012/03_Acceptance-Criteria.md:151","## AC-0012-0035: Cycle ≥1 hash gate","prose","","US-0012-0106","proposed_semantic","AC heading/scenario 'Cycle ≥1 hash gate' describes the action in US-0012-0106: . Review source bodies before plan inclusion.","review_for_migration","- Given `prototyping.json#designMdSha256 === H_recorded`, - When `qfai prototyping iterate --cycle <n>` (n ≥ 1) runs and on-disk `sha256(DESIGN.md) !== H_recorded`, - Then it exits with code `2` and stderr contains `""DESIGN.md hash mismatch""`. The user must re","spec-0012/02_User-stories.md:120","As an AI generator, I want `qfai prototyping iterate --cycle <n>` (n ≥ 1) to fail with exit 2 when on-disk `DESIGN.md` sha256 does not match `prototyping.json#designMdSha256`, forcing a clean restart from cycle 0."
"AC-0012-0036","1","spec-0012/03_Acceptance-Criteria.md:158","## AC-0012-0036: design-system as DESIGN.md Mirror","prose","","US-0012-0108","proposed_semantic","AC heading/scenario 'design-system as DESIGN.md Mirror' describes the action in US-0012-0108: . Review source bodies before plan inclusion.","review_for_migration","- Given `<paths.contractsDir>/design/design-system.yaml` is generated post-loop, - When its token tables are compared to root `DESIGN.md`, - Then color / typography / radius / shadow are byte-equivalent. Drift raises `QFAI-DCON-032`.","spec-0012/02_User-stories.md:128","As a `/qfai-implement` consumer, I receive `design-system.yaml` as a deterministic byte-equivalent mirror of `DESIGN.md` tokens (not extracted from final iter HTML)."
"AC-0012-0037","1","spec-0012/03_Acceptance-Criteria.md:164","## AC-0012-0037: Multi-spec resolver covers every UI-bearing spec per invocation","prose","US-0012-0109","US-0012-0109","explicit_parent","Source spec-0012/03_Acceptance-Criteria.md:164 declares US-0012-0109 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0012-0109 - Given a consumer project with N UI-bearing specs (N ≥ 1; each spec EITHER (a) carries `surface_type: ui-bearing` in its `01_Spec.md` frontmatter OR (b) ships a matching `.qfai/contracts/ui/<spec-id>.yaml` contract (also accepted: any ","spec-0012/02_User-stories.md:132","As an AI developer (skill operator), I want one `/qfai-prototyping` invocation to resolve every UI-bearing spec in the consumer project so that the project-wide prototype set evolves in a single run without per-invocation primary-spec selection. On the story t"
"AC-0012-0038","1","spec-0012/03_Acceptance-Criteria.md:177","## AC-0012-0038: 10-cycle iteration budget — terminator index === 9","prose","US-0012-0118","US-0012-0118","explicit_parent","Source spec-0012/03_Acceptance-Criteria.md:177 declares US-0012-0118 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0012-0118 - Given `MAX_ITERATIONS = 10` and `MAX_ITERATION_INDEX = 9` in `core/prototyping/iteration.ts`, - When the iteration loop runs, - Then the run executes cycle 0 plus cycles 1..9 (max 10 iterations) on a single per-spec lineage (per UI co","spec-0012/02_User-stories.md:168","As a CI operator, I want the run hard-capped at 10 cycles (cycle 0 plus cycles 1..9, terminator `index === 9`) so that runaway loops are deterministic and validators reject any evidence pack with cycle index > 9. (REQ-0002, CHG-002)"
"AC-0012-0039","1","spec-0012/03_Acceptance-Criteria.md:185","## AC-0012-0039: Validators reject out-of-range cycle index","prose","US-0012-0118","US-0012-0118","explicit_parent","Source spec-0012/03_Acceptance-Criteria.md:185 declares US-0012-0118 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0012-0118 - Given any evidence pack written by `/qfai-prototyping`, - When `QFAI-PROT-005` / `QFAI-PROT-006` runs, - Then any cycle index > 9 or any cycle count ≠ recorded `MAX_ITERATIONS` raises a non-zero validator finding.","spec-0012/02_User-stories.md:168","As a CI operator, I want the run hard-capped at 10 cycles (cycle 0 plus cycles 1..9, terminator `index === 9`) so that runaway loops are deterministic and validators reject any evidence pack with cycle index > 9. (REQ-0002, CHG-002)"
"AC-0012-0040","1","spec-0012/03_Acceptance-Criteria.md:192","## AC-0012-0040: Reviewer-driven Playwright session per spec × screen","prose","US-0012-0110","US-0012-0110","explicit_parent","Source spec-0012/03_Acceptance-Criteria.md:192 declares US-0012-0110 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0012-0110 - Given a per-cycle per-spec × screen evaluation (per UI contract × screen on the story tree), - When the Reviewer sub-agent is invoked, - Then the Reviewer itself launches Playwright (or equivalent harness), performs human-like operati","spec-0012/02_User-stories.md:136","As a reviewer (product-surface-reviewer), I want to launch Playwright myself and operate the prototype (click / type / navigate / scroll) per spec × screen (per UI contract × screen on the story tree) so that my qualitative impressions reflect actual operabili"
"AC-0012-0041","1","spec-0012/03_Acceptance-Criteria.md:199","## AC-0012-0041: Qualitative review payload schema per spec × screen","prose","US-0012-0111","US-0012-0111","explicit_parent","Source spec-0012/03_Acceptance-Criteria.md:199 declares US-0012-0111 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0012-0111 - Given `.qfai/evidence/prototyping/iter-NN/spec-NNNN/<screen>.review.json` (`iter-NN/CON-UI-NNNN/<screen>.review.json` on the story tree), - When validated, - Then it contains exactly the 4 ordinal UX axes (`informationArchitecture`, `","spec-0012/02_User-stories.md:140","As a reviewer, I want to write short-prose impressions of `operability`, `transitionFeel`, `crossScreenContinuity`, `userStoryFeel`, `acceptanceCriteriaFeel`, and `menuReachabilityFeel` per spec × screen (per UI contract × screen on the story tree) so that des"
"AC-0012-0042","1","spec-0012/03_Acceptance-Criteria.md:206","## AC-0012-0042: Convergence AND across spec × screen pairs (no quantitative thresholds)","prose","US-0012-0111","US-0012-0111","explicit_parent","Source spec-0012/03_Acceptance-Criteria.md:206 declares US-0012-0111 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0012-0111 - Given the cycle-0 frozen spec set S and the union of declared screens per spec, - When the aggregator evaluates convergence at the end of any cycle, - Then the run converges ONLY when, for every `(spec, screen)` pair: all 4 ordinal UX","spec-0012/02_User-stories.md:140","As a reviewer, I want to write short-prose impressions of `operability`, `transitionFeel`, `crossScreenContinuity`, `userStoryFeel`, `acceptanceCriteriaFeel`, and `menuReachabilityFeel` per spec × screen (per UI contract × screen on the story tree) so that des"
"AC-0012-0043","1","spec-0012/03_Acceptance-Criteria.md:216","## AC-0012-0043: License-permitted stock-photo fill recorded per image","prose","US-0012-0112","US-0012-0112","explicit_parent","Source spec-0012/03_Acceptance-Criteria.md:216 declares US-0012-0112 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0012-0112 - Given every image slot referenced by the prototype set, - When the slot is filled at any cycle, - Then the image source is drawn from the cycle-0 frozen license catalog (allowlist: Unsplash, Pexels per OQ-0002 / SRC-0005 / SRC-0006), ","spec-0012/02_User-stories.md:144","As a downstream `/qfai-implement` consumer, I want every image slot to be filled from an allowlisted free stock-photo source and recorded with `{url, license, attribution, source}` in `prototype-handoff.yaml#imageSources[]` so that legal/compliance review can "
"AC-0012-0044","1","spec-0012/03_Acceptance-Criteria.md:223","## AC-0012-0044: Autonomous run from cycle 0 to cycle 9 — no per-cycle prompts","prose","US-0012-0113","US-0012-0113","explicit_parent","Source spec-0012/03_Acceptance-Criteria.md:223 declares US-0012-0113 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0012-0113 - Given `/qfai-prototyping` is invoked, - When the run executes cycle 0 through cycle 9, - Then no per-cycle stdin read or interactive prompt occurs between cycle 0 start and exit, AND the CI fixture asserting `stdin closed → exit 0/non","spec-0012/02_User-stories.md:148","As a CI operator, I want `/qfai-prototyping` to run autonomously from cycle 0 through cycle 9 with no per-cycle user prompts and to exit non-zero with a deterministic code on lock drift / Reviewer Playwright-session failure / license-verify failure (exit 66) /"
"AC-0012-0045","1","spec-0012/03_Acceptance-Criteria.md:230","## AC-0012-0045: Deterministic hard-stop classes","prose","US-0012-0113","US-0012-0113","explicit_parent","Source spec-0012/03_Acceptance-Criteria.md:230 declares US-0012-0113 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0012-0113 - Given the hard-stop catalog is fixed at (a) lock drift, (b) Reviewer Playwright-session failure across all reviewers for a spec × screen, (c) license-verify failure, (d) mid-run spec-set change detection (any added / removed UI-bearin","spec-0012/02_User-stories.md:148","As a CI operator, I want `/qfai-prototyping` to run autonomously from cycle 0 through cycle 9 with no per-cycle user prompts and to exit non-zero with a deterministic code on lock drift / Reviewer Playwright-session failure / license-verify failure (exit 66) /"
"AC-0012-0046","1","spec-0012/03_Acceptance-Criteria.md:251","## AC-0012-0046: Per-spec iter-dir namespacing — review.json only","prose","US-0012-0114","US-0012-0114","explicit_parent","Source spec-0012/03_Acceptance-Criteria.md:251 declares US-0012-0114 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0012-0114 - Given `.qfai/evidence/prototyping/iter-NN/spec-NNNN/`, - When listed, - Then it contains exactly files matching `<screen>.review.json` (one per declared screen). No `.png`, no `.html`, no `.interaction.json`, no other sidecar. - And p","spec-0012/02_User-stories.md:152","As a maintainer, I want per-cycle evidence laid out under `iter-NN/spec-NNNN/<screen>.review.json` (`iter-NN/CON-UI-NNNN/<screen>.review.json` on the story tree) only (no `.png`, no `.html`, no `.interaction.json`) so that stale-dir cleanup, certify presence c"
"AC-0012-0047","1","spec-0012/03_Acceptance-Criteria.md:260","## AC-0012-0047: Certify aggregates per-spec presence","prose","US-0012-0115","US-0012-0115","explicit_parent","Source spec-0012/03_Acceptance-Criteria.md:260 declares US-0012-0115 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0012-0115 - Given `qfai prototyping certify --check`, - When run after the loop terminates, - Then certify iterates the cycle-0 frozen spec set via `readFrozenSpecsCovered()`, asserts that every declared screen of every covered spec has a `<scree","spec-0012/02_User-stories.md:156","As a maintainer, I want `qfai prototyping certify` to aggregate per-spec review-payload presence across the cycle-0 frozen spec set so that a missing `<screen>.review.json` for any spec at the accepted iter rejects certify. On the story tree certify aggregates"
"AC-0012-0048","1","spec-0012/03_Acceptance-Criteria.md:268","## AC-0012-0048: Menu reachability exercised at least once per Reviewer session","prose","US-0012-0111","US-0012-0111","explicit_parent","Source spec-0012/03_Acceptance-Criteria.md:268 declares US-0012-0111 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0012-0111 - Given a spec × screen (UI contract × screen on the story tree) with declared primary menu entry points (sidebar / topbar / bottombar as system-appropriate), - When the Reviewer's Playwright session runs, - Then the Reviewer SHOULD exe","spec-0012/02_User-stories.md:140","As a reviewer, I want to write short-prose impressions of `operability`, `transitionFeel`, `crossScreenContinuity`, `userStoryFeel`, `acceptanceCriteriaFeel`, and `menuReachabilityFeel` per spec × screen (per UI contract × screen on the story tree) so that des"
"AC-0012-0049","1","spec-0012/03_Acceptance-Criteria.md:275","## AC-0012-0049: Spec set frozen at cycle 0; mid-run additions deferred","prose","US-0012-0116","US-0012-0116","explicit_parent","Source spec-0012/03_Acceptance-Criteria.md:275 declares US-0012-0116 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0012-0116 - Given the cycle-0 frozen spec set is persisted in cycle-0 evidence, - When a new UI-bearing spec is added to disk after cycle 0 starts, - Then `/qfai-prototyping` MUST detect the change, MUST NOT restart cycle 0, MUST defer the new sp","spec-0012/02_User-stories.md:160","As a maintainer, I want the resolved spec set frozen at cycle 0 and recorded in cycle-0 evidence so that mid-run additions of new UI-bearing specs do not restart cycle 0 — they are deferred to the next invocation. On the story tree the frozen set is the resolv"
"AC-0012-0050","1","spec-0012/03_Acceptance-Criteria.md:283","## AC-0012-0050: Per-spec time-budget soft warning","prose","","US-0012-0085","proposed_semantic","AC per-UI-contract time budget and US-0012-0085 explicit budget rules concern the same review gate; confirm that soft and hard budgets remain distinct.","review_for_migration","- US-Refs: (REQ-0012) - Given the per-spec time-budget cap is 5 min/spec per cycle (OQ-0004) (5 min per UI contract per cycle on the story tree), - When a spec × cycle exceeds the cap, - Then the Reviewer payload records a `softWarnings.timeBudget` entry; the ","spec-0012/02_User-stories.md:64","As a reviewer, I want the iteration gate to use explicit convergence and budget rules, so that shallow success narratives are not mistaken for completed prototyping."
"AC-0012-0051","1","spec-0012/03_Acceptance-Criteria.md:290","## AC-0012-0051: Cycle-0 freezes spec set AND license catalog","prose","US-0012-0116;US-0012-0117","","for_person_multiple_refs","Source names US-0012-0116 and US-0012-0117; one story owner must be chosen with a design decision.","review_for_migration","- US-Refs: US-0012-0116, US-0012-0117 - Given cycle 0 runs, - When it completes, - Then cycle-0 evidence persists (a) the resolved spec set (frozen ID list; the resolved UI contract set in `uiContractsCovered[]` on the story tree) AND (b) the stock-photo licen","",""
"AC-0012-0052","1","spec-0012/03_Acceptance-Criteria.md:298","## AC-0012-0052: `show-spec` JSON payload contract (operator drift-analysis surface)","prose","US-0012-0116","US-0012-0116","explicit_parent","Source spec-0012/03_Acceptance-Criteria.md:298 declares US-0012-0116 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0012-0116 - Given any seeded `prototyping.json` record, - When `qfai prototyping show-spec` runs, - Then it emits a JSON payload that carries (a) `frozenSpecsCovered: string[]` (cycle-0 frozen primary spec ids), (b) `frozenSpecsCoveredSource: ""fr","spec-0012/02_User-stories.md:160","As a maintainer, I want the resolved spec set frozen at cycle 0 and recorded in cycle-0 evidence so that mid-run additions of new UI-bearing specs do not restart cycle 0 — they are deferred to the next invocation. On the story tree the frozen set is the resolv"
"AC-0012-0053","1","spec-0012/03_Acceptance-Criteria.md:310","## AC-0012-0053: Tailwind ↔ gate alignment (preflight allowlist + body-scope)","prose","US-0012-0119","US-0012-0119","explicit_parent","Source spec-0012/03_Acceptance-Criteria.md:310 declares US-0012-0119 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0012-0119 - REQ-Refs: REQ-0012-0055 - Given an iter authored faithfully to the shipped `generator-prompt.md`, - When `findDesignMdViolations(html, designMd)` runs with OQ-0103 = β (preflight literal allowlist) + γ (gate scope narrowed to `<body>`","spec-0012/02_User-stories.md:174","As a `/qfai-prototyping` operator, I want the shipped `generator-prompt.md` and `findDesignMdViolations` to be Tailwind-aware (preflight literal allowlist plus body-scope narrowing) so that a faithfully generated iter does not surface `designMdViolations[]` fo"
"AC-0012-0054","1","spec-0012/03_Acceptance-Criteria.md:319","## AC-0012-0054: `var()` unwrap across scanFonts / scanRadius / scanShadow","prose","US-0012-0120","US-0012-0120","explicit_parent","Source spec-0012/03_Acceptance-Criteria.md:319 declares US-0012-0120 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0012-0120 - REQ-Refs: REQ-0012-0056 - Given a fixture with `:root { --font-sans: system-ui; }` and a declaration `font-family: var(--font-sans)` (analogous fixtures for `--radius-*` / `--shadow-*`), - When `scanFonts` / `scanRadius` / `scanShadow","spec-0012/02_User-stories.md:178","As a designer, I want `scanFonts` / `scanRadius` / `scanShadow` to resolve `var(--token)` references against `:root` before judging safety, so that token-driven CSS does not produce false-positive `designMdViolations[]`. (REQ-0012-0056)"
"AC-0012-0055","1","spec-0012/03_Acceptance-Criteria.md:327","## AC-0012-0055: SAFE_LITERALS covers CSS-wide keywords","prose","US-0012-0121","US-0012-0121","explicit_parent","Source spec-0012/03_Acceptance-Criteria.md:327 declares US-0012-0121 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0012-0121 - REQ-Refs: REQ-0012-0057 - Given a declaration whose value is any of `inherit`, `initial`, `unset`, `revert`, `currentColor`, - When any of the four scanners (`scanColors` / `scanFonts` / `scanRadius` / `scanShadow`) inspects the decla","spec-0012/02_User-stories.md:182","As an iter author, I want `inherit` / `initial` / `unset` / `revert` / `currentColor` to be treated as safe across every scanner, so that idiomatic CSS-wide keywords do not block convergence. (REQ-0012-0057)"
"AC-0012-0056","1","spec-0012/03_Acceptance-Criteria.md:336","## AC-0012-0056: `--*-shadow*:` declaration strip (OQ-0104 Option B)","prose","US-0012-0122","US-0012-0122","explicit_parent","Source spec-0012/03_Acceptance-Criteria.md:336 declares US-0012-0122 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0012-0122 - REQ-Refs: REQ-0012-0058 - Given a fixture with `--shadow-sm: 0 1px 2px rgba(15,23,42,0.05);` AND a parallel `--card-shadow: 0 4px 8px rgba(0,0,0,0.1);`, - When the input filter into `scanColors` runs, - Then the broader `--*-shadow*:`","spec-0012/02_User-stories.md:186","As a designer, I want `--*-shadow*:` custom-property declarations carrying `rgba()` literals to be stripped before color scanning, so that shadow-token CSS does not produce false `designMdViolations[]`. (REQ-0012-0058)"
